Type,Distribution Channel,Invoice Number,Year,Month,Date,Representative ,Customer Category,Customer Activity,Customer,Product Group,Product,Customer Grade,Discounts and Promotions(IRR),Volume,Value(IRR)
فروش,آنلاین,9038.0,1404,آذر,1404/09/22,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,5,9327275
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,6,11192730
فروش,آنلاین,8829.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,7,13058185
فروش,آنلاین,9244.0,1404,آذر,1404/09/26,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,4197273,9,12591822
فروش,آنلاین,9244.0,1404,آذر,1404/09/26,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,466363,1,1399092
فروش,آنلاین,8682.0,1404,آذر,1404/09/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,1,1865455
فروش,آنلاین,8870.0,1404,آذر,1404/09/13,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,1,1865455
فروش,آنلاین,8573.0,1404,آذر,1404/09/02,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,2,3730910
فروش,آنلاین,8649.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,2,3730910
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,2,3730910
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,2,3730910
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,2,3730910
فروش,آنلاین,8712.0,1404,آذر,1404/09/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,3,5596365
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,B,0,4,7461820
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,B,0,1,1865455
فروش,آنلاین,8870.0,1404,آذر,1404/09/13,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,B,0,1,1865455
فروش,آنلاین,8886.0,1404,آذر,1404/09/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,B,0,1,1865455
فروش,آنلاین,8712.0,1404,آذر,1404/09/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,B,0,2,3730910
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,B,0,3,5596365
فروش,آنلاین,9038.0,1404,آذر,1404/09/22,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,0,1,1865455
فروش,آنلاین,9106.0,1404,آذر,1404/09/24,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,0,1,1865455
فروش,آنلاین,9186.0,1404,آذر,1404/09/25,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,932727,2,2798183
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,932727,2,2798183
فروش,آنلاین,9244.0,1404,آذر,1404/09/26,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,3264546,7,9793639
فروش,آنلاین,8943.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,B,0,1,2061818
فروش,آنلاین,8983.0,1404,آذر,1404/09/18,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,B,0,1,2061818
فروش,آنلاین,9075.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,B,0,1,2061818
فروش,آنلاین,8886.0,1404,آذر,1404/09/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,B,0,2,4123636
فروش,آنلاین,9316.0,1404,آذر,1404/09/29,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,B,1546363,3,4639091
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,1,2061818
فروش,آنلاین,8712.0,1404,آذر,1404/09/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,1,2061818
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,1,2061818
فروش,آنلاین,9106.0,1404,آذر,1404/09/24,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,1,2061818
فروش,آنلاین,8649.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,2,4123636
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,3,6185454
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,3,6185454
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,B,0,3,6185454
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,1,2061818
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,1,2061818
فروش,آنلاین,9024.0,1404,آذر,1404/09/20,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,1,2061818
فروش,آنلاین,9075.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,1,2061818
فروش,آنلاین,8573.0,1404,آذر,1404/09/02,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,2,4123636
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,2,4123636
فروش,آنلاین,9106.0,1404,آذر,1404/09/24,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,B,0,2,4123636
فروش,آنلاین,9244.0,1404,آذر,1404/09/26,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,515454,1,1546364
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,1,2061818
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,1,2061818
فروش,آنلاین,8829.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,1,2061818
فروش,آنلاین,8649.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,2,4123636
فروش,آنلاین,9075.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,2,4123636
فروش,آنلاین,9316.0,1404,آذر,1404/09/29,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,1546363,3,4639091
فروش,آنلاین,8712.0,1404,آذر,1404/09/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,3,6185454
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,3,6185454
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,3,6185454
فروش,آنلاین,8886.0,1404,آذر,1404/09/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,3,6185454
فروش,آنلاین,9106.0,1404,آذر,1404/09/24,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,4,8247272
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,6,12370908
فروش,آنلاین,9024.0,1404,آذر,1404/09/20,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,6,12370908
فروش,آنلاین,8682.0,1404,آذر,1404/09/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,B,0,10,20618180
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-Razor,ادرويت تيغ يکبار مصرف سه لبه صابون دار5 عددي زنانه,B,0,1,1709182
فروش,آنلاین,8682.0,1404,آذر,1404/09/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-Razor,ادرويت تيغ يکبار مصرف سه لبه صابون دار5 عددي زنانه,B,0,1,1709182
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,1,1307455
فروش,آنلاین,8649.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,1,1307455
فروش,آنلاین,8953.0,1404,آذر,1404/09/17,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,1,1307455
فروش,آنلاین,8573.0,1404,آذر,1404/09/02,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,2,2614910
فروش,آنلاین,8712.0,1404,آذر,1404/09/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,2,2614910
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,B,0,2,2614910
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,1,1307455
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,1,1307455
فروش,آنلاین,8943.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,1,1307455
فروش,آنلاین,8953.0,1404,آذر,1404/09/17,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,1,1307455
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,653727,2,1961183
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,3,3922365
فروش,آنلاین,8649.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,3,3922365
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,3,3922365
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,4,5229820
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,B,0,5,6537275
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,326863,1,980592
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,8870.0,1404,آذر,1404/09/13,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,8886.0,1404,آذر,1404/09/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,8943.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,8983.0,1404,آذر,1404/09/18,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,9038.0,1404,آذر,1404/09/22,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,1,1307455
فروش,آنلاین,8745.0,1404,آذر,1404/09/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,2,2614910
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,2,2614910
فروش,آنلاین,9075.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,B,0,4,5229820
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه ميس اکلت 50 ميل,B,0,1,1307455
فروش,آنلاین,8829.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه ميس اکلت 50 ميل,B,0,1,1307455
فروش,آنلاین,9316.0,1404,آذر,1404/09/29,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان زنانه ميس اکلت 50 ميل,B,16343187,50,49029563
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه امپريال مجستي 65 ميل,B,0,1,1471091
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه رد کربن 65 ميل,B,0,1,1471091
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه رد کربن 65 ميل,B,0,1,1471091
فروش,آنلاین,8770.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه رد کربن 65 ميل,B,0,1,1471091
فروش,آنلاین,8829.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه رد کربن 65 ميل,B,0,1,1471091
فروش,آنلاین,9295.0,1404,آذر,1404/09/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,B,367772,1,1103319
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,B,0,1,1471091
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,B,0,1,1471091
