Type,Distribution Channel,Invoice Number,Year,Month,Date,Representative ,Customer Category,Customer Activity,Customer,Product Group,Product,Customer Grade,Discounts and Promotions(IRR),Volume,Value(IRR)
فروش,آنلاین,12643.0,1403,دی,1403/10/12,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو ويور مو آيونيک مدل 2469 مدل BAB2469TTE  هاي دف,A+,0,1,43281630
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا اتوي مو پولسا  200 ولرا,A,0,2,125769090
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا اتوي مو پولسا  رز گلد,A,0,2,136880910
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-1,ولرا سشوار آنليميتد پرو 5000 رز گلد,A,0,2,216147272
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا سشوار سوئيس سايلنت جت آيونيک روتوکورد 2200 وات مدل SXJ8701RC EU,A,0,3,179079546
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا سشوار سوئيس نانو روتوکورد 2000 وات مدل SN6300,A,0,3,169806819
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا سشوار سوئيس نانو روتوکورد 2100 وات مدل SN9600,A,0,2,127608182
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا سشوار لايت پلاس  369,A,0,3,200128635
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا سشوار مستر پرو 3000 لايت مشکي مدل MP 3.0X RC BL,A,0,2,123481818
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-1,ولرا ماشين اصلاح حرفه اي سوييس اکسلنس   black,A,0,3,234066819
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-1,ولرا ماشين اصلاح حرفه اي سوييس اکسلنس  Top,A,0,3,307460454
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Valera-2,ولرا ماشين اصلاح صورت ابسولوت زيرو مدل 658.01,A,0,3,197485908
فروش,آنلاین,12972.0,1403,دی,1403/10/22,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,کيش دامون ( سايت سفير),Other,ولرا ماگ سراميکي مشکي رنگ,A,0,28,28
فروش,آنلاین,12501.0,1403,دی,1403/10/09,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,ميناتيست VIP,Bionamel-ToothPaste,بايونمل خمير دندان خردسال با طعم توت فرنگي 75 گرم,A,0,12,4735968
فروش,آنلاین,12501.0,1403,دی,1403/10/09,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,ميناتيست VIP,Bionamel-ToothPaste,بايونمل خمير دندان کودک با طعم  بلوبري 75 گرم,A,0,12,4735968
فروش,آنلاین,12501.0,1403,دی,1403/10/09,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,ميناتيست VIP,Bionamel-ToothPaste,بايونمل خمير دندان محافظت کننده کامل 130 گرم,A,0,12,9471924
فروش,آنلاین,12501.0,1403,دی,1403/10/09,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,ميناتيست VIP,Trisa-Toothbrush,تريزا زبان پاک کن پروفشنال کر,A,0,12,24331632
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اي پي تک 24 ميليمتري مدل BAB2072EPE با صفحه صيقلي/حرفه اي,B,0,-6,-262395000
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اي پي تک 24 ميليمتري مدل BAB2072EPE با صفحه صيقلي/حرفه اي,B,26239500,6,236155500
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اي پي تک 24 ميليمتري مدل BAB2072EPE با صفحه صيقلي/حرفه اي,B,0,6,262395000
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,0,-2,-156615900
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,15661590,2,140954310
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,0,2,156615900
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو سشوار رپيدو  2200 وات مدل  BAB7000IE مشکي الترالايت,B,0,-4,-272569500
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو سشوار رپيدو  2200 وات مدل  BAB7000IE مشکي الترالايت,B,27256950,4,245312550
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو سشوار رپيدو  2200 وات مدل  BAB7000IE مشکي الترالايت,B,0,4,272569500
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو ويور مو آيونيک مدل 2469 مدل BAB2469TTE  هاي دف,B,0,-5,-211433250
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو ويور مو آيونيک مدل 2469 مدل BAB2469TTE  هاي دف,B,21143325,5,190289925
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو ويور مو آيونيک مدل 2469 مدل BAB2469TTE  هاي دف,B,0,5,211433250
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار اکسل 2000 وات آيونيک مدلI/561.08,B,0,-5,-156322725
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار اکسل 2000 وات آيونيک مدلI/561.08,B,15632272,5,140690453
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار اکسل 2000 وات آيونيک مدلI/561.08,B,0,5,156322725
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-1,ولرا سشوار سوئيس پاور فور اور اي کيو ار سي دي,B,0,-2,-216147272
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-1,ولرا سشوار سوئيس پاور فور اور اي کيو ار سي دي,B,21614727,2,194532545
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-1,ولرا سشوار سوئيس پاور فور اور اي کيو ار سي دي,B,0,2,216147272
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار سوئيس نانو روتوکورد 2000 وات مدل SN6300,B,0,-3,-169806819
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار سوئيس نانو روتوکورد 2000 وات مدل SN6300,B,16980681,3,152826138
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا سشوار سوئيس نانو روتوکورد 2000 وات مدل SN6300,B,0,3,169806819
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا ماشين اصلاح صورت ابسولوت زيرو مدل 658.01,B,0,-3,-197485908
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا ماشين اصلاح صورت ابسولوت زيرو مدل 658.01,B,19748590,3,177737318
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Valera-2,ولرا ماشين اصلاح صورت ابسولوت زيرو مدل 658.01,B,0,3,197485908
برگشت فروش,آنلاین,474.0,1403,بهمن,1403/11/28,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Other,ولرا ماگ سراميکي مشکي رنگ,B,0,-10,-10
فروش,آنلاین,14650.0,1403,بهمن,1403/11/29,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Other,ولرا ماگ سراميکي مشکي رنگ,B,1,10,9
فروش,آنلاین,14044.0,1403,بهمن,1403/11/15,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Other,ولرا ماگ سراميکي مشکي رنگ,B,0,10,10
فروش,آنلاین,14272.0,1403,بهمن,1403/11/20,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Elchim-1,الشيم سشوار ايکس لايت پلاس,A+,0,1,78474000
فروش,آنلاین,14451.0,1403,بهمن,1403/11/24,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),A+,0,1,56207655
فروش,آنلاین,13802.0,1403,بهمن,1403/11/08,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3100 مدل BAB3100EPE مشکي,A+,0,1,55146000
فروش,آنلاین,13897.0,1403,بهمن,1403/11/10,راضيه خان محمدي زرندي,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدل BAB2654EPE,A+,0,1,22901445
